Brand,Model,Star,Title,Date,Pros,Cons,Other,Voted_Y,Voted_N
Acer,V3-572PG-767J,2,Sad,2015-03-15,Pros:It has some good support I feel for GPU,"Cons:Straight from the box first 15 minutes of joy, but then errors started popping up after some bad windows updates, and then I do a restor point and some more issuse happen, unsure if this is because its a Windows 8 lemon or if it the laptop itself...",,0,0
Acer,V3-572PG-767J,5,great laptop,2014-11-14,Pros:Has a nice speedy Core i7 processor.Touchpad and touchscreen work well in Windows 8.1The Nvidia graphics on this are excellent.,"Cons:Lack of the DVD Drive is a small drawback, but I don't use them much anymore and for 30 bucks an external can be had.","Other Thoughts:So far this computer has done pretty much everything I would like it to do.It handles all of my office tasks well and my games on Steam and battlenet look and play well.  The touchscreen actually comes in really handy when working with large spreadsheets. So far I'm very happy with this purchase and I think it will last into the future with the fast i7 processor.you're looking for a moderate gaming computer that can handle all the other real work like office and email and I feel for the money this is a good choice.also, I have had a acer laptops in the past and they have performed well, this is replacing a six year old Acer that was a moderate gaming computer also.",2,0
HP,250 G6 (1NW56UT#ABA),4,,2019-01-08,Pros:1,Cons:1,,0,1
HP,250 G6 (1NW56UT#ABA),2,don't do it!,2018-06-17,Pros:The CPU is good,"Cons:The screen is not HD, KB is terrible, touchpad is terrible and for win 10 you really need 8 gb  ram.   No SSD?   I have 2 of the cheap HP ""G"" series like this one.  An i3 and i5.... 6th gen.   Both are so bad that I can only use them with a wireless mouse and KB.",Other Thoughts:Garbage.  HP should not even sell junk like this series.,5,6
Apple,MQD32LL/A,5,Awesome product,2019-01-15,"Pros:Sleek, light, and a very fast processor.",Cons:Can't think of any cons.,"Other Thoughts:My son loves it, he uses it in college every day.",0,0
Apple,MQD32LL/A,5,Amazing,2018-04-05,"Pros:I really loved the fast shipping and it came in the original apple box with everything inside. I love how the macbook air looks and works, its super fast. I've only used windows computers until now and with this laptop, it was easy for me to adapt. I recommend the macbook air to students and anybody that wants something simple to work with, it feels so light and my bag is not as heavy as it used to be.",Cons:None,Other Thoughts:I recommend it to everyone!,1,0
Lenovo,E570 (20H50045US),3,Good and Bad,2018-10-11,Pros:First the good.  This thing is fast!! The Pcie hard drive gets me to the desktop in less than 10 seconds.  The fingerprint reader is a plus as you can log in with just a swipe.  Feels solidly built.,"Cons:By far the biggest con is the color gamut of the screen.  I was totally shocked when i saw it.  Compared to my OLD Dell trulife display this one is simply horrible at 6 bit color. It is HD but I would have passed on this one if there was access to the info on the 6bit color gamut instead of 8 bit. (HUGE difference).  Only other con for me personally is the keyboard.  I cant put my finger on it - no pun intended - but I personally don't like it.  The Fn and Ctrl keys are in reverse position compared to any other keyboard I have used. This can be corrected with the installed Lenovo Vantage software by ""swapping"" those keys.","Other Thoughts:I just use this for my everyday personal use.  There are a few other things that are a very minor annoyance to me but might be fantastic for a traveling business person.  There is nothing that would stop me from 100% recommending this to anyone EXCEPT for the display color rendition.  I have become accustomed to it while using it. However, I get a daily reminder when I use a NORMAL monitor at work.",5,1
Lenovo,E570 (20H50045US),5,Great product and quick delivery!,2018-09-19,Pros:Perfect for business use. good performance too.,Cons:no complaint so far.,,0,0
,,5,Great so far.,2018-12-30,Pros:Beautiful display with a wide viewing angle. MUCH better than the last ASUS notebook I bought. The system is plenty fast and boots up in about 10 seconds. I'm not a power user so I've not really pushed the system very hard yet.,"Cons:Battery time is fairly short, but I expected that with the CPU power of this system.","Other Thoughts:I'm happy with my purchase and would recommend purchasing this system. Since the system does not include a CD/DVD/BD reader, I'd recommend buying an external unit with the system.",2,0
,,5,Great product,2018-10-30,Pros:Great product,Cons:Great product,,0,5
