Brand,Model,Star,Title,Date,Pros,Cons,Other,Voted_Y,Voted_N
GIGABYTE,AERO 15-X9-9RT4K5MP,4,Solid Laptop,2019-03-21,Pros:-Fast Display-Great Battery Life-Quick Performance-Easy RGB management System,Cons:-Speakers on Bottom-Case Susceptible to fingerprints- Drivers  issues upon first use,Other Thoughts:Would recommend to Gamer/ Video EditorGood stuff,0,0
GIGABYTE,AERO 15-X9-9RT4K5MP,5,GIGABYTE AERO 15-X9-RT5P,2019-03-18,Pros:+ i7-8750H+ NVIDIA GeForce RTX 2070+ RAM 16gb+ 1TB SSD+ 144Hz screen+ Battery backup+ slim and light weight,Cons:- Experienced nothing till now,Other Thoughts:This is my first gaming laptop and I'm in love with it. It looks classy. I think the price is bit costly.,0,0
GIGABYTE,AERO 15-X9-9RT4K5MP,5,Gigabyte Aero 15X-X9-RT5P,2019-03-16,Pros:- Awesome battery backup- 144hz screen- RTX 2070- Gigabyte Smart Manager- Slim and Light weight,Cons:- Found Nothing till now,Other Thoughts:I got the laptop 2 days back and I'm in love with its performance. Its the best gaming laptop at that price range.,0,0
GIGABYTE,AERO 15-X9-9RT4K5MP,5,"Awesome Laptop, Huge Battery!",2019-03-16,Pros:- Massive Battery- 144 Hz Screen with great colors- Amazing Keyboard with NumPad,Cons:- A Little Heavy- Takes a while to shutdown,"Other Thoughts:This laptop has been awesome, I will be going with Aeros in the future if the battery stays this good!",0,0
GIGABYTE,AERO 15-X9-9RT4K5MP,5,"Awesome Laptop, Huge Battery!!",2019-03-16,Pros:- Massive Battery- Great Keyboard and Numpad- 144 HZ Screen with great color reproduction,Cons:- On the heavy side- Takes pretty long to shutdown,"Other Thoughts:This laptop has been awesome so far, I will be getting Aero's in the future as long as the battery stays large.",0,0
GIGABYTE,AERO 15-X9-9RT4K5MP,5,Amazing device,2019-03-06,"Pros:- 144hz Panel- Long battery life- 6 Core CPU w/ GTX 1060 (fast)- RGB Keyboard- THIN bezels- Sleek, Thin and Light Design- Doesn't SCREAM gamer",Cons:- It has quite the chin- Single channel RAM- Camera on the bottom- No skins for this device :(,"Other Thoughts:The AERO 15 is an amazing device. Its perfect for me as I am a student that is majoring in 3D Animation so the load that this computer will be able to handle is perfect for 3D programs and I have the necessary battery life to get me through my other classes for the whole day. Even if you have to bring the charging cable (probably won't), the block is really thin and small so it's not even that bad. This laptop is really just the perfect fit for me. Productivity with the capability for gaming on the side! The camera on the bottom does kind of blow but to be honest, I never use the camera so it doesn't bother me at all. The keyboard is really tactile and you have to press hard to have it register, but I like my keyboards like that so it's fine for me. Overall an awesome device with a variety of capabilities. 10/10 would highly recommend.p.s. going from 60hz to 144hz is literally the biggest change you'll ever witness. It's so buttery and smooth.",0,0
GIGABYTE,AERO 15-X9-9RT4K5MP,4,Amazing machine with a few caveats.,2019-02-17,"Pros:-An amazing all around laptop.-Good for light Tasks, or hardcore gaming.-Quiet when you want it to be.-Beautiful screen.-It does everything I bought it for","Cons:When you first get the laptop there is some setup required to get it to run in its optimal state.What I did:- Undervolted the CPU (necessary to keep temps down and make machine run properly)-installed dual channel RAM (not completely necessary but also helps performance)-installed another terabyte of storage (again not necessary but is nice to have since it only comes with 500gb)Other Cons:GIGABYTE PLEASE FIX YOUR KEYBOARDS- the ""o"" key takes much more effort than necessary to activate)- the ""k"" key also sometimes requires more force-Best of all my right arrow key really does not lie to stay attached to my keyboard","Other Thoughts:Overall, I love this laptop. It does everything I bought it to do and doesn't give me any fuss in return.I would recommend this laptop to others but I would tell them to make sure they knew what they were getting into t set it up correctly. (doing all the updates, undervolting CPU, installing new ram and storage) there are many laptops taking this niche corner of the laptop market. I would say this one is the best bang for the buck laptop if you are willing to put up with it's quarks.",1,0
GIGABYTE,AERO 15-X9-9RT4K5MP,4,Fantastic Laptop with minor issues,2019-02-16,Pros:- Great specs for the price- Fantastic build quality compared to similar laptops- Great speakers for a thin and light- incredible battery life- Beautiful screen,"Cons:- Pretty bad touch pad, however, with some tinkering and installation of Windows Precision Drivers, can make it *almost* perfect- Keyboard feels good, yet the actuation pressure is almost a little too high for my taste, tend to miss a few keys when typing","Other Thoughts:- I would heavily recommend this product to anyone looking to either use it for gaming on the go, or professionally for their career.  Only things that would make this review five stars would be a slightly lighter keyboard, Windows Precision Drivers out of the box, and really, that's it.  Awesome laptop!",0,0
GIGABYTE,AERO 15-X9-9RT4K5MP,5,Great Laptop,2019-02-09,Pros:fast screengood performance,Cons:took a while to get running with drivers etc,,0,0
GIGABYTE,AERO 15-X9-9RT4K5MP,5,"Sleek, Elegant, Powerful",2019-02-08,Pros:Pantone certified display is no joke if you design for a living like me.144hz. If you game anything competitively this will give you a big edge. If you don't its still marvelous to watch how smooth you cruise across the screen.,Cons:Only complaint would be ELAN touchpad drivers. Theyre just not as responsive and smooth as windows precision drivers.,Other Thoughts:Power and performance without the EXTREME GAMER CRIMSON AND BLACK tag. That sold me.,1,0
